,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,1.0,0.958550882848,0.595842028656,0.80711558808,0.798376383384,0.400074037608,0.358725515006,0.701621849196,0.662459509213,0.756568585496,0.65298993961,0.71827484742,0.66642758142,0.733579376834,0.712709176572,0.678413953302,0.471232414708,0.119877071162,0.74498802982,0.298016474594,0.0328715053323,0.649588405474,0.621029192734,0.466053103788,0.729507061075,0.736920192237,0.445797854163,0.632777067041,0.910291290918,0.732915840157,0.427115771076,0.706306882928,0.795029409863,0.64516605057,0.708825879178,0.5659863641,0.688097841129,0.766350433974,0.789701245662,0.770123384764,0.472131709608,0.474427768619,0.666141214668,0.576556097083,0.443279655524,0.644552849692,0.643862812804
1,0.958550882848,1.0,0.611749282789,0.785237388867,0.776769188346,0.394428259969,0.348438745163,0.728485848805,0.67637571313,0.778556439532,0.663183663463,0.730500922118,0.671831570904,0.734340946365,0.716463267762,0.662884085103,0.507399135328,0.123800610554,0.753106140746,0.318416628113,0.0230258479935,0.663757650775,0.631460240348,0.478448082534,0.745781465325,0.763082649173,0.485019975366,0.645496343179,0.885468464562,0.75102505987,0.469761125619,0.747305873557,0.792632475169,0.651597366938,0.729371311786,0.583240557725,0.716209175205,0.760668187085,0.783396925463,0.77075074999,0.442380484671,0.434178684334,0.653214533285,0.591581203253,0.460717287533,0.67544931999,0.681430028583
2,0.595842028656,0.611749282789,1.0,0.689931288895,0.524838414736,0.568216799389,0.481579799246,0.709780707442,0.818433965999,0.572307847169,0.6348627704,0.666575615284,0.598185878378,0.692235869427,0.695760547041,0.633330892894,0.630080607863,0.204723915994,0.609568488028,0.487095593969,0.0129307088087,0.766258868092,0.750886827911,0.595618867308,0.771104477999,0.659149595176,0.620565715186,0.689357004593,0.515150126899,0.616777235253,0.511827499741,0.621096672548,0.565085566469,0.572833122662,0.614901051185,0.628967075611,0.77178418751,0.610660641299,0.634607536271,0.606862094237,0.534494012045,0.536463614703,0.600743596875,0.718624694112,0.5753870614,0.719514223769,0.54858291181
3,0.80711558808,0.785237388867,0.689931288895,1.0,0.845431668874,0.465491347037,0.394629698003,0.775976446617,0.733363080549,0.703616805448,0.697482025864,0.726871097919,0.796740181522,0.859724181308,0.835611553075,0.695120845605,0.50319317366,0.107360996776,0.776725606201,0.340505900828,0.0360685422568,0.767626992225,0.783336043608,0.544984518992,0.798595329489,0.753913746336,0.535988962978,0.723999297522,0.799474038874,0.725500573287,0.484222634346,0.710136624603,0.843441899559,0.762952612393,0.814395844404,0.725827735378,0.772931709331,0.880149849479,0.891469398204,0.857111678891,0.460361608691,0.474930442467,0.691898502876,0.755086073314,0.501384227383,0.721293324338,0.658096393188
4,0.798376383384,0.776769188346,0.524838414736,0.845431668874,1.0,0.320838501922,0.255787632849,0.683596450156,0.648679233395,0.71573078455,0.670680621065,0.715030786766,0.76286389376,0.762414940463,0.781669018147,0.779192382524,0.501776507458,0.077235123244,0.73766804087,0.26451684125,0.048800575774,0.608203370842,0.597215889505,0.459475095372,0.688146807757,0.669278912619,0.566191644197,0.649945243415,0.842919159342,0.712165324942,0.408912438739,0.669715507387,0.830730975472,0.722999028047,0.734251976286,0.753197192271,0.673802301927,0.791339081724,0.83255540075,0.768779215791,0.398016839205,0.414457684537,0.681094473297,0.628602990166,0.436285723629,0.608833016045,0.546448910811
5,0.400074037608,0.394428259969,0.568216799389,0.465491347037,0.320838501922,1.0,0.92952666299,0.582924034383,0.602222660268,0.399475445482,0.482648102707,0.454716701076,0.468536090934,0.503900524565,0.474248996429,0.432397229163,0.365536578144,0.422604975766,0.369883779012,0.484256849628,0.114299519813,0.506395504953,0.592851683292,0.848363223946,0.543155395532,0.46125396338,0.396476446383,0.402840006022,0.28464802929,0.535678912441,0.299023925606,0.446894019744,0.365825226782,0.463550818086,0.441635267866,0.443083026097,0.468259580879,0.438257100382,0.396600030854,0.452808265612,0.658946844231,0.695904763977,0.567855533251,0.580143031107,0.832260203077,0.551218695424,0.439099085959
6,0.358725515006,0.348438745163,0.481579799246,0.394629698003,0.255787632849,0.92952666299,1.0,0.491605042816,0.527102447953,0.334629293182,0.412932671985,0.364342949139,0.380235577335,0.423139694029,0.371045168038,0.392397137744,0.303865264936,0.413757659819,0.31715071351,0.445950549821,0.0865104626065,0.411443220738,0.465672334912,0.752574365403,0.457093004058,0.3919315257,0.355664235995,0.329163218998,0.237176214885,0.475732109166,0.251187045079,0.383985618989,0.297004404432,0.38572928915,0.377507500811,0.327601982452,0.372884750532,0.352165794593,0.32630751448,0.364653242093,0.620488677487,0.673639039229,0.495522739504,0.437608185159,0.773609258893,0.467673575597,0.38781224511
7,0.701621849196,0.728485848805,0.709780707442,0.775976446617,0.683596450156,0.582924034383,0.491605042816,1.0,0.78970054543,0.826120176022,0.73650208495,0.731718864561,0.725021760737,0.81284920545,0.802047940559,0.624575410911,0.534451318031,0.238387576561,0.670415776801,0.43921143943,0.107596630518,0.72434821389,0.793787803932,0.663863670491,0.779123505169,0.773921899914,0.553511977844,0.656141220521,0.651792330375,0.822243806647,0.494227048656,0.876814472065,0.728737965387,0.883266441529,0.779978775708,0.710569826965,0.748405615823,0.777288833742,0.733345449831,0.789086349138,0.528658306211,0.533753799039,0.689807484316,0.777389250993,0.594637623668,0.740361546754,0.741144762555
8,0.662459509213,0.67637571313,0.818433965999,0.733363080549,0.648679233395,0.602222660268,0.527102447953,0.78970054543,1.0,0.673142266544,0.685643861797,0.700404528111,0.696470172362,0.784033750992,0.739754392019,0.739681908229,0.687377453699,0.235449434033,0.662760783668,0.449425090094,0.0719224761614,0.716079061394,0.701113390081,0.642778317398,0.733965991372,0.655492506045,0.708577314716,0.78648996583,0.617145441205,0.717968334864,0.583406831141,0.718443553926,0.661465651695,0.711399419052,0.692319721048,0.638994773831,0.734023254087,0.671564676019,0.704344466755,0.668802610507,0.576221435387,0.580539360128,0.676330333184,0.719924848566,0.623860047949,0.720777283292,0.576172011968
9,0.756568585496,0.778556439532,0.572307847169,0.703616805448,0.71573078455,0.399475445482,0.334629293182,0.826120176022,0.673142266544,1.0,0.722752331062,0.743726684935,0.688457382883,0.722828739555,0.739637701222,0.621888823677,0.530613214309,0.142938980037,0.70231586649,0.337428044948,0.0874842369683,0.636661650961,0.625766917346,0.503742714721,0.714988924239,0.746380022071,0.485013772959,0.609239931082,0.746754698479,0.762079160766,0.475219506146,0.875661763703,0.728289380404,0.772593072831,0.715733766485,0.629468964058,0.69236988467,0.719300539155,0.717384661092,0.730387983716,0.433812314035,0.443168101304,0.653047119537,0.632032204189,0.465109262955,0.665236025441,0.693902292237
